sku,nombre,marca,subcategoria,categoria_raw,precio_actual_raw,precio_original_raw,descuento_pct_raw,rating_raw,opiniones_raw,url_categoria
433870,Forgeon Vendetta RatÃ³n Gaming RGB 16000DPI Negro,Forgeon,Ratones,Ratones,39.99,,33,,,https://www.pccomponentes.com/ratones-gaming
10831241,Newskill Chiron PRO RatÃ³n Gaming InalÃ¡mbrico RGB 16000DPI Blanco,Newskill,Ratones,Ratones,49.99,,26,,,https://www.pccomponentes.com/ratones-gaming
294122,Krom Keos RatÃ³n Gaming RGB 6400DPI Negro,Krom,Ratones,Ratones,17.99,,0,,,https://www.pccomponentes.com/ratones-gaming
179806,Logitech G502 Hero RatÃ³n Gaming 25600DPI,Logitech,Ratones,Ratones,36.99,,58,,,https://www.pccomponentes.com/ratones-gaming
10988124,RatÃ³n Logitech PRO X2 SUPERSTRIKE inalÃ¡mbrico 44000 DPI blanco hÃ¡ptico LIGHTSPEED,Logitech,Ratones,Ratones,179,,0,,,https://www.pccomponentes.com/ratones-gaming
287353,Logitech G203 Lightsync 2nd Gen RatÃ³n Gaming 8000DPI RGB Negro,Logitech,Ratones,Ratones,21.95,,51,,,https://www.pccomponentes.com/ratones-gaming
10984350,RatÃ³n Logitech Pro X Superlight 2 SE Wireless 44000 DPI Negro 5 Botones 60g,Logitech,Ratones,Ratones,119,,8,,,https://www.pccomponentes.com/ratones-gaming
10772979,Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED RatÃ³n InalÃ¡mbrico Gaming Negro 44000 DPI,Logitech,Ratones,Ratones,124.9,,26,,,https://www.pccomponentes.com/ratones-gaming
433873,Forgeon Perdition RGB RatÃ³n Gaming 16.000 DPI Negro,Forgeon,Ratones,Ratones,30,,45,,,https://www.pccomponentes.com/ratones-gaming
10831240,Newskill Chiron PRO RatÃ³n Gaming InalÃ¡mbrico RGB 16000DPI Negro,Newskill,Ratones,Ratones,47.03,,30,,,https://www.pccomponentes.com/ratones-gaming
10707509,Tempest X2 Custodian RGB RatÃ³n Gaming 8000 DPI Negro,Tempest,Ratones,Ratones,6.99,,30,,,https://www.pccomponentes.com/ratones-gaming
332440,Tempest MS200 Ninja RatÃ³n Gaming 2.400 DPI Negro,Tempest,Ratones,Ratones,4.99,,37,,,https://www.pccomponentes.com/ratones-gaming
214249,Tempest MS100 Paladin RatÃ³n Gaming 1600DPI,Tempest,Ratones,Ratones,3.99,,33,,,https://www.pccomponentes.com/ratones-gaming
